sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.976;6.435;8.887;3.5685;4.0316;8.1993;2.5606;1.4846;0.9943;0.2266;-1.4963;-1.0753;748.4956;23.75;-1.56;-31.0;275.93;-21.24;-18.68;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;107;2016-11-30 16:02:48:844
5.976;6.435;8.887;3.6502;4.086;8.1448;2.329;2.3427;0.7355;0.2394;-1.5531;-1.0805;748.4956;23.56;-2.12;-31.0;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;111;2016-11-30 16:02:48:848
5.976;6.435;8.887;3.6502;4.086;8.1448;2.329;2.3427;0.7355;0.2394;-1.5531;-1.0805;748.4956;23.56;-2.12;-31.0;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;116;2016-11-30 16:02:48:853
5.976;6.435;8.275;3.6502;4.086;8.1448;2.329;2.3427;0.7355;0.2389;-1.5438;-1.0739;748.4956;23.56;-2.12;-31.0;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;121;2016-11-30 16:02:48:858
6.436;6.59;8.275;3.6502;4.086;8.1448;2.329;2.3427;0.7355;0.2389;-1.5438;-1.0739;748.4956;23.56;-2.12;-31.0;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;126;2016-11-30 16:02:48:863
6.436;6.59;8.275;3.8;4.195;8.0086;2.4789;2.3971;0.4222;0.2356;-1.5165;-1.0205;748.4956;23.19;-2.5;-30.56;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;131;2016-11-30 16:02:48:868
6.436;6.59;8.275;3.8;4.195;8.0086;2.4789;2.3971;0.4222;0.2356;-1.5165;-1.0205;748.4956;23.19;-2.5;-30.56;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;137;2016-11-30 16:02:48:874
4.75;5.363;5.669;3.8;4.195;8.0086;2.4789;2.3971;0.4222;0.2356;-1.5165;-1.0205;748.4956;23.19;-2.5;-30.56;279.78;-24.27;-23.52;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;142;2016-11-30 16:02:48:879
4.75;5.363;5.669;3.9498;4.304;7.886;1.2531;1.5118;-1.757;0.2378;-1.3693;-0.8838;748.4956;22.13;-2.87;-30.94;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;146;2016-11-30 16:02:48:883
4.75;5.363;5.669;3.9498;4.304;7.886;1.2531;1.5118;-1.757;0.2378;-1.3693;-0.8838;748.4956;22.13;-2.87;-30.94;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;152;2016-11-30 16:02:48:889
3.984;6.129;7.968;3.9498;4.304;7.886;1.2531;1.5118;-1.757;0.2378;-1.3693;-0.8838;748.4956;22.13;-2.87;-30.94;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;157;2016-11-30 16:02:48:894
3.984;6.129;7.968;3.9498;4.304;7.886;1.2531;1.5118;-1.757;0.2378;-1.3693;-0.8838;748.4956;22.13;-2.87;-30.94;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;162;2016-11-30 16:02:48:899
3.984;6.129;7.968;3.9498;4.304;7.886;1.2531;1.5118;-1.757;0.2378;-1.3693;-0.8838;748.4956;22.13;-2.87;-30.94;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;167;2016-11-30 16:02:48:904
4.597;4.137;6.895;4.1269;4.4674;7.6954;0.0;-0.0272;-0.1907;0.2217;-1.2989;-0.9136;748.4956;21.06;-3.37;-31.56;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;172;2016-11-30 16:02:48:909
4.597;4.137;6.895;4.1269;4.4674;7.6954;0.0;-0.0272;-0.1907;0.2217;-1.2989;-0.9136;748.4956;21.06;-3.37;-31.56;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;177;2016-11-30 16:02:48:914
4.597;4.137;6.895;4.1269;4.4674;7.6954;0.0;-0.0272;-0.1907;0.2217;-1.2989;-0.9136;748.4956;21.06;-3.37;-31.56;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;182;2016-11-30 16:02:48:919
4.598;3.372;4.904;4.1269;4.4674;7.6954;0.0;-0.0272;-0.1907;0.2217;-1.2989;-0.9136;748.4956;21.06;-3.37;-31.56;278.97;-25.33;-25.38;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;187;2016-11-30 16:02:48:924
4.598;3.372;4.904;4.1814;4.5083;7.6409;0.4086;-1.4437;-2.2746;0.1808;-1.2528;-0.8773;748.4956;20.25;-3.87;-31.94;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;192;2016-11-30 16:02:48:929
4.598;3.372;4.904;4.1814;4.5083;7.6409;0.4086;-1.4437;-2.2746;0.1808;-1.2528;-0.8773;748.4956;20.25;-3.87;-31.94;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;197;2016-11-30 16:02:48:934
4.443;5.209;5.516;4.2359;4.5627;7.5864;0.2043;-0.1226;-2.0703;0.1364;-1.1353;-0.7895;748.4956;20.0;-4.25;-31.81;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;202;2016-11-30 16:02:48:939
4.443;5.209;5.516;4.2359;4.5627;7.5864;0.2043;-0.1226;-2.0703;0.1364;-1.1353;-0.7895;748.4956;20.0;-4.25;-31.81;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;206;2016-11-30 16:02:48:943
4.443;5.209;5.516;4.2359;4.5627;7.5864;0.2043;-0.1226;-2.0703;0.1364;-1.1353;-0.7895;748.4956;20.0;-4.25;-31.81;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;211;2016-11-30 16:02:48:948
4.443;5.209;5.516;4.2359;4.5627;7.5864;0.2043;-0.1226;-2.0703;0.1364;-1.1353;-0.7895;748.4956;20.0;-4.25;-31.81;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;216;2016-11-30 16:02:48:953
2.911;7.661;-0.612;4.3312;4.6445;7.4774;1.185;1.1713;-4.2631;0.108;-1.1064;-0.7461;748.4956;18.94;-3.94;-33.06;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;222;2016-11-30 16:02:48:959
2.911;7.661;-0.612;4.3312;4.6445;7.4774;1.185;1.1713;-4.2631;0.108;-1.1064;-0.7461;748.4956;18.94;-3.94;-33.06;278.64;-27.09;-28.2;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;227;2016-11-30 16:02:48:964
2.911;7.661;-0.612;4.4402;4.7262;7.3549;-1.2258;1.5527;-7.3549;0.2255;-1.2866;-0.7518;748.4956;18.44;-3.62;-33.87;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;232;2016-11-30 16:02:48:969
2.911;7.661;-0.612;4.4402;4.7262;7.3549;-1.2258;1.5527;-7.3549;0.2255;-1.2866;-0.7518;748.4956;18.44;-3.62;-33.87;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;237;2016-11-30 16:02:48:974
2.911;7.661;-0.612;4.4402;4.7262;7.3549;-1.2258;1.5527;-7.3549;0.2255;-1.2866;-0.7518;748.4956;18.44;-3.62;-33.87;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;242;2016-11-30 16:02:48:979
4.138;5.67;1.993;4.5083;4.7807;7.2868;-0.3814;0.8853;-5.2982;0.2255;-1.2866;-0.7518;748.4956;16.19;-4.12;-34.56;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;249;2016-11-30 16:02:48:986
4.138;5.67;1.993;4.5083;4.7807;7.2868;-0.3814;0.8853;-5.2982;0.2255;-1.2866;-0.7518;748.4956;16.19;-4.12;-34.56;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;253;2016-11-30 16:02:48:990
4.138;5.67;1.993;4.5083;4.7807;7.2868;-0.3814;0.8853;-5.2982;0.2255;-1.2866;-0.7518;748.4956;16.19;-4.12;-34.56;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;256;2016-11-30 16:02:48:993
3.524;5.669;0.306;4.5083;4.7807;7.2868;-0.3814;0.8853;-5.2982;0.5072;-1.5645;-0.9476;748.4956;16.19;-4.12;-34.56;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;262;2016-11-30 16:02:48:999
3.524;5.669;0.306;4.5083;4.7807;7.2868;-0.3814;0.8853;-5.2982;0.5072;-1.5645;-0.9476;748.4956;16.19;-4.12;-34.56;280.65;-28.26;-30.08;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;267;2016-11-30 16:02:49:004
4.75;5.822;1.992;4.6853;5.0122;7.0144;-0.395;0.3541;-5.3391;0.6684;-1.678;-1.0049;748.4956;14.19;-4.37;-35.19;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;272;2016-11-30 16:02:49:009
4.75;5.822;1.992;4.6853;5.0122;7.0144;-0.395;0.3541;-5.3391;0.6684;-1.678;-1.0049;737.3009;14.19;-4.37;-35.19;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;276;2016-11-30 16:02:49:013
4.75;5.822;1.992;4.6853;5.0122;7.0144;-0.395;0.3541;-5.3391;0.7865;-1.7418;-1.0158;737.3009;14.19;-4.37;-35.19;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;281;2016-11-30 16:02:49:018
4.75;5.822;1.992;4.6853;5.0122;7.0144;-0.395;0.3541;-5.3391;0.7865;-1.7418;-1.0158;737.3009;14.19;-4.37;-35.19;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;286;2016-11-30 16:02:49:023
6.895;7.355;-1.379;4.8215;5.2029;6.7692;1.7706;2.4516;-5.3936;0.7865;-1.7418;-1.0158;737.3009;13.56;-5.06;-35.0;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;291;2016-11-30 16:02:49:028
6.895;7.355;-1.379;4.8215;5.2029;6.7692;1.7706;2.4516;-5.3936;0.7865;-1.7418;-1.0158;737.3009;13.56;-5.06;-35.0;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;297;2016-11-30 16:02:49:034
6.896;6.896;-2.91;4.9032;5.3255;6.633;1.9885;2.0294;-8.0086;1.2337;-2.1383;-1.0417;737.3009;12.56;-5.75;-35.87;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;302;2016-11-30 16:02:49:039
6.896;6.896;-2.91;4.9032;5.3255;6.633;1.9885;2.0294;-8.0086;1.2337;-2.1383;-1.0417;737.3009;12.56;-5.75;-35.87;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;307;2016-11-30 16:02:49:044
6.896;6.896;-2.91;4.9032;5.3255;6.633;1.9885;2.0294;-8.0086;1.2337;-2.1383;-1.0417;737.3009;12.56;-5.75;-35.87;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;312;2016-11-30 16:02:49:049
6.896;6.896;-2.91;4.9032;5.3255;6.633;1.9885;2.0294;-8.0086;1.2337;-2.1383;-1.0417;737.3009;12.56;-5.75;-35.87;283.75;-29.16;-31.74;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;316;2016-11-30 16:02:49:053
6.129;3.984;-2.145;5.0939;5.5842;6.2653;1.3348;-0.681;-8.5534;1.5585;-2.3985;-0.8457;737.3009;12.13;-6.87;-35.44;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;322;2016-11-30 16:02:49:059
6.129;3.984;-2.145;5.0939;5.5842;6.2653;1.3348;-0.681;-8.5534;1.5585;-2.3985;-0.8457;737.3009;12.13;-6.87;-35.44;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;327;2016-11-30 16:02:49:064
6.129;3.984;-2.145;5.0939;5.5842;6.2653;1.3348;-0.681;-8.5534;1.5585;-2.3985;-0.8457;737.3009;12.13;-6.87;-35.44;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;332;2016-11-30 16:02:49:069
6.129;3.984;-2.145;5.0939;5.5842;6.2653;1.3348;-0.681;-8.5534;1.5585;-2.3985;-0.8457;737.3009;12.13;-6.87;-35.44;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;336;2016-11-30 16:02:49:073
6.129;3.984;-2.145;5.3118;5.843;5.8294;1.1168;-1.866;-6.8918;1.787;-2.6409;-0.5465;737.3009;10.19;-8.94;-36.56;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;341;2016-11-30 16:02:49:078
6.589;2.911;1.072;5.3118;5.843;5.8294;1.1168;-1.866;-6.8918;1.787;-2.6409;-0.5465;737.3009;10.19;-8.94;-36.56;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;347;2016-11-30 16:02:49:084
6.589;2.911;1.072;5.3118;5.843;5.8294;1.1168;-1.866;-6.8918;1.787;-2.6409;-0.5465;737.3009;10.19;-8.94;-36.56;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;351;2016-11-30 16:02:49:088
6.589;2.911;1.072;5.3118;5.843;5.8294;1.1168;-1.866;-6.8918;1.787;-2.6409;-0.5465;737.3009;10.19;-8.94;-36.56;280.27;-32.85;-36.47;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;356;2016-11-30 16:02:49:093
4.903;1.685;1.532;5.6796;6.1427;5.1212;-0.7763;-4.4674;-3.5957;1.6733;-2.6518;-0.1505;737.3009;8.56;-11.5;-36.94;276.92;-36.53;-42.34;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;362;2016-11-30 16:02:49:099
4.903;1.685;1.532;5.6796;6.1427;5.1212;-0.7763;-4.4674;-3.5957;1.6733;-2.6518;-0.1505;737.3009;8.56;-11.5;-36.94;276.92;-36.53;-42.34;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;367;2016-11-30 16:02:49:104
4.903;1.685;1.532;5.6796;6.1427;5.1212;-0.7763;-4.4674;-3.5957;1.6733;-2.6518;-0.1505;737.3009;8.56;-11.5;-36.94;276.92;-36.53;-42.34;0.4;50.037;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;372;2016-11-30 16:02:49:109
7.048;5.669;4.597;5.6796;6.1427;5.1212;-0.7763;-4.4674;-3.5957;1.6733;-2.6518;-0.1505;737.3009;8.56;-11.5;-36.94;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;377;2016-11-30 16:02:49:114
7.048;5.669;4.597;5.8022;6.2244;4.8896;-0.1362;-2.8602;-1.0624;1.5018;-2.4781;-0.0698;737.3009;7.56;-12.56;-37.69;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;382;2016-11-30 16:02:49:119
7.048;5.669;4.597;5.8022;6.2244;4.8896;-0.1362;-2.8602;-1.0624;1.5018;-2.4781;-0.0698;737.3009;7.56;-12.56;-37.69;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;386;2016-11-30 16:02:49:123
6.743;7.203;2.146;6.0065;6.3606;4.4402;0.5857;0.9943;-1.3756;1.5108;-2.4792;-0.0635;737.3009;6.94;-13.56;-38.0;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;392;2016-11-30 16:02:49:129
6.743;7.203;2.146;6.0065;6.3606;4.4402;0.5857;0.9943;-1.3756;1.5108;-2.4792;-0.0635;737.3009;6.94;-13.56;-38.0;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;398;2016-11-30 16:02:49:135
6.743;7.203;2.146;6.0065;6.3606;4.4402;0.5857;0.9943;-1.3756;1.5108;-2.4792;-0.0635;737.3009;6.94;-13.56;-38.0;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;402;2016-11-30 16:02:49:139
6.895;5.209;-0.612;6.0065;6.3606;4.4402;0.5857;0.9943;-1.3756;1.5108;-2.4792;-0.0635;737.3009;6.94;-13.56;-38.0;276.92;-36.53;-42.34;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;407;2016-11-30 16:02:49:144
6.895;5.209;-0.612;6.2244;6.4832;3.9498;0.6674;-1.2803;-4.5491;1.6082;-2.4934;0.1282;737.3009;5.63;-14.62;-38.25;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;412;2016-11-30 16:02:49:149
6.895;5.209;-0.612;6.2244;6.4832;3.9498;0.6674;-1.2803;-4.5491;1.6082;-2.4934;0.1282;737.3009;5.63;-14.62;-38.25;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;417;2016-11-30 16:02:49:154
6.895;5.209;-0.612;6.2244;6.4832;3.9498;0.6674;-1.2803;-4.5491;1.705;-2.5795;0.1901;737.3009;5.63;-14.62;-38.25;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;422;2016-11-30 16:02:49:159
6.895;5.209;-0.612;6.2244;6.4832;3.9498;0.6674;-1.2803;-4.5491;1.705;-2.5795;0.1901;737.3009;5.63;-14.62;-38.25;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;427;2016-11-30 16:02:49:164
5.669;3.064;0.459;6.4287;6.5785;3.4323;-0.2996;-2.2882;-3.1326;1.7099;-2.5604;0.222;737.3009;4.88;-15.0;-37.5;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;432;2016-11-30 16:02:49:169
5.669;3.064;0.459;6.4287;6.5785;3.4323;-0.2996;-2.2882;-3.1326;1.7099;-2.5604;0.222;737.3009;4.88;-15.0;-37.5;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;437;2016-11-30 16:02:49:174
0.306;7.355;-12.718;6.4287;6.5785;3.4323;-0.2996;-2.2882;-3.1326;1.7099;-2.5604;0.222;737.3009;4.88;-15.0;-37.5;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;442;2016-11-30 16:02:49:179
0.306;7.355;-12.718;6.4287;6.5785;3.4323;-0.2996;-2.2882;-3.1326;1.7099;-2.5604;0.222;737.3009;4.88;-15.0;-37.5;270.16;-40.42;-53.53;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;447;2016-11-30 16:02:49:184
0.306;7.355;-12.718;6.6194;6.6739;2.8057;-5.7068;-1.6208;-15.8266;2.3461;-3.1326;0.2596;737.3009;4.63;-15.25;-37.06;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;452;2016-11-30 16:02:49:189
0.306;7.355;-12.718;6.6194;6.6739;2.8057;-5.7068;-1.6208;-15.8266;2.3461;-3.1326;0.2596;737.3009;4.63;-15.25;-37.06;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;457;2016-11-30 16:02:49:194
0.306;7.355;-12.718;6.6194;6.6739;2.8057;-5.7068;-1.6208;-15.8266;2.3461;-3.1326;0.2596;737.3009;4.63;-15.25;-37.06;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;462;2016-11-30 16:02:49:199
4.903;13.484;-8.427;6.7147;6.7283;2.4244;-1.6617;3.5412;-14.9958;2.6226;-3.279;0.1661;737.3009;4.56;-15.69;-36.44;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;467;2016-11-30 16:02:49:204
4.903;13.484;-8.427;6.7147;6.7283;2.4244;-1.6617;3.5412;-14.9958;2.6226;-3.279;0.1661;737.3009;4.56;-15.69;-36.44;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;472;2016-11-30 16:02:49:209
4.903;13.484;-8.427;6.7147;6.7283;2.4244;-1.6617;3.5412;-14.9958;2.6226;-3.279;0.1661;737.3009;4.56;-15.69;-36.44;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;477;2016-11-30 16:02:49:214
4.903;13.484;-8.427;6.7147;6.7283;2.4244;-1.6617;3.5412;-14.9958;2.6226;-3.279;0.1661;737.3009;4.56;-15.69;-36.44;266.06;-42.07;-61.9;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;482;2016-11-30 16:02:49:219
5.364;19.461;-7.967;6.7692;6.8918;1.6753;-2.1792;12.5714;-8.7169;2.7167;-3.0748;-0.6864;737.3009;4.19;-16.06;-35.44;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;486;2016-11-30 16:02:49:223
5.364;19.461;-7.967;6.7692;6.8918;1.6753;-2.1792;12.5714;-8.7169;2.7167;-3.0748;-0.6864;737.3009;4.19;-16.06;-35.44;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;492;2016-11-30 16:02:49:229
5.364;19.461;-7.967;6.7692;6.8918;1.6753;-2.1792;12.5714;-8.7169;2.7167;-3.0748;-0.6864;737.3009;4.19;-16.06;-35.44;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;497;2016-11-30 16:02:49:234
5.516;16.396;-3.677;6.7011;7.0961;0.967;-1.9613;11.6044;-6.0201;2.4317;-2.6144;-1.2024;737.3009;4.13;-16.87;-33.87;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;502;2016-11-30 16:02:49:239
5.516;16.396;-3.677;6.7011;7.0961;0.967;-1.9613;11.6044;-6.0201;2.4317;-2.6144;-1.2024;737.3009;4.13;-16.87;-33.87;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;506;2016-11-30 16:02:49:243
5.516;16.396;-3.677;6.7011;7.0961;0.967;-1.9613;11.6044;-6.0201;2.4748;-2.5904;-1.3384;737.3009;4.13;-16.87;-33.87;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;512;2016-11-30 16:02:49:249
5.516;16.396;-3.677;6.7011;7.0961;0.967;-1.9613;11.6044;-6.0201;2.4748;-2.5904;-1.3384;737.3009;4.13;-16.87;-33.87;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;517;2016-11-30 16:02:49:254
5.516;16.396;-3.677;6.5513;7.3004;0.3269;-0.4222;6.6466;-3.0781;2.4748;-2.5904;-1.3384;737.3009;5.0;-17.5;-32.56;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;522;2016-11-30 16:02:49:259
6.895;12.258;-0.153;6.5513;7.3004;0.3269;-0.4222;6.6466;-3.0781;2.4748;-2.5904;-1.3384;737.3009;5.0;-17.5;-32.56;259.96;-43.3;-70.15;0.4;49.76;12.84161;77.66418;678.39;3046.691378646719;0.0;30.64516;0.0;7 / 22;526;2016-11-30 16:02:49:263
