sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.831;2.299;4.291;4.8215;5.5298;6.5104;-1.1441;-3.0781;-1.3075;1.3573;-0.2555;0.3428;156.6038;9.63;-26.87;3.25;192.13;-32.12;-33.64;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;70;2016-11-30 15:59:27:894
3.831;2.299;4.291;4.9032;5.6387;6.3606;-0.9262;-3.3505;-2.5333;1.0788;-0.4151;0.5882;156.6038;10.06;-25.75;3.25;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;74;2016-11-30 15:59:27:898
3.831;2.299;4.291;4.9032;5.6387;6.3606;-0.9262;-3.3505;-2.5333;1.0788;-0.4151;0.5882;156.6038;10.06;-25.75;3.25;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;80;2016-11-30 15:59:27:904
5.669;2.604;0.612;4.9032;5.6387;6.3606;-0.9262;-3.3505;-2.5333;0.7573;-0.054;0.673;156.6038;10.06;-25.75;3.25;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;85;2016-11-30 15:59:27:909
5.669;2.604;0.612;4.9032;5.6387;6.3606;-0.9262;-3.3505;-2.5333;0.7573;-0.054;0.673;156.6038;10.06;-25.75;3.25;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;90;2016-11-30 15:59:27:914
5.669;2.604;0.612;4.985;5.6523;6.2789;1.4437;-2.9011;-4.2903;0.6782;-0.1003;0.6553;156.6038;9.81;-24.19;2.38;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;94;2016-11-30 15:59:27:918
5.669;2.604;0.612;4.985;5.6523;6.2789;1.4437;-2.9011;-4.2903;0.6782;-0.1003;0.6553;156.6038;9.81;-24.19;2.38;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;99;2016-11-30 15:59:27:923
7.202;3.984;2.298;4.985;5.6523;6.2789;1.4437;-2.9011;-4.2903;0.604;-0.3008;0.6204;156.6038;9.81;-24.19;2.38;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;105;2016-11-30 15:59:27:929
7.202;3.984;2.298;4.985;5.6523;6.2789;1.4437;-2.9011;-4.2903;0.604;-0.3008;0.6204;156.6038;9.81;-24.19;2.38;193.42;-34.32;-36.52;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;110;2016-11-30 15:59:27:934
7.202;3.984;2.298;5.0803;5.666;6.1835;-0.0272;1.076;-3.119;0.604;-0.3008;0.6204;156.6038;10.25;-24.62;3.31;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;114;2016-11-30 15:59:27:938
9.96;11.492;0.459;5.0803;5.666;6.1835;-0.0272;1.076;-3.119;0.604;-0.3008;0.6204;156.6038;10.25;-24.62;3.31;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;119;2016-11-30 15:59:27:943
9.96;11.492;0.459;5.0803;5.666;6.1835;-0.0272;1.076;-3.119;0.604;-0.3008;0.6204;156.6038;10.25;-24.62;3.31;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;125;2016-11-30 15:59:27:949
9.96;11.492;0.459;5.0803;5.666;6.1835;-0.0272;1.076;-3.119;0.604;-0.3008;0.6204;156.6038;10.25;-24.62;3.31;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;130;2016-11-30 15:59:27:954
9.96;11.492;0.459;5.0803;5.666;6.1835;-0.0272;1.076;-3.119;0.604;-0.3008;0.6204;156.6038;10.25;-24.62;3.31;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;135;2016-11-30 15:59:27:959
5.669;9.807;-0.459;5.2574;5.7341;5.9792;1.9477;6.524;-4.1405;0.8541;-0.7693;0.27;156.6038;11.13;-23.56;3.0;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;140;2016-11-30 15:59:27:964
5.669;9.807;-0.459;5.2574;5.7341;5.9792;1.9477;6.524;-4.1405;0.8541;-0.7693;0.27;156.6038;11.13;-23.56;3.0;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;144;2016-11-30 15:59:27:968
5.669;9.807;-0.459;5.2574;5.7341;5.9792;1.9477;6.524;-4.1405;0.8541;-0.7693;0.27;156.6038;11.13;-23.56;3.0;193.23;-35.19;-38.45;0.4;52.783;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;150;2016-11-30 15:59:27:974
4.137;8.274;-1.379;5.3663;5.8567;5.7477;-1.3893;2.2609;-6.9735;1.1467;-1.2299;-0.1737;156.6038;12.13;-23.0;3.81;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;155;2016-11-30 15:59:27:979
4.137;8.274;-1.379;5.3663;5.8567;5.7477;-1.3893;2.2609;-6.9735;1.1467;-1.2299;-0.1737;156.6038;12.13;-23.0;3.81;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;160;2016-11-30 15:59:27:984
4.137;8.274;-1.379;5.3663;5.8567;5.7477;-1.3893;2.2609;-6.9735;1.1467;-1.2299;-0.1737;156.6038;12.13;-23.0;3.81;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;165;2016-11-30 15:59:27:989
4.597;4.137;1.685;5.3663;5.8567;5.7477;-1.3893;2.2609;-6.9735;1.1467;-1.2299;-0.1737;156.6038;12.13;-23.0;3.81;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;169;2016-11-30 15:59:27:993
4.597;4.137;1.685;5.4753;6.0065;5.5025;-0.8853;-1.8796;-3.8273;1.0409;-1.4107;-0.2863;156.6038;12.63;-23.25;4.63;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;174;2016-11-30 15:59:27:998
4.597;4.137;1.685;5.4753;6.0065;5.5025;-0.8853;-1.8796;-3.8273;1.0409;-1.4107;-0.2863;156.6038;12.63;-23.25;4.63;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;180;2016-11-30 15:59:28:004
4.597;4.137;1.685;5.5434;6.0337;5.3936;-6.919;-12.6259;-2.1792;0.6169;-1.1503;-0.0398;156.6038;13.94;-23.69;6.19;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;185;2016-11-30 15:59:28:009
-0.306;3.064;9.96;5.5434;6.0337;5.3936;-6.919;-12.6259;-2.1792;0.6169;-1.1503;-0.0398;156.6038;13.94;-23.69;6.19;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;189;2016-11-30 15:59:28:013
-0.306;3.064;9.96;5.5434;6.0337;5.3936;-6.919;-12.6259;-2.1792;0.6169;-1.1503;-0.0398;156.6038;13.94;-23.69;6.19;194.27;-35.76;-41.32;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;194;2016-11-30 15:59:28:018
-0.306;3.064;9.96;5.5842;6.061;5.3255;-7.8724;-6.2108;3.405;0.4104;-0.8293;-0.0611;156.6038;15.13;-23.5;7.0;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;199;2016-11-30 15:59:28:023
-0.306;3.064;9.96;5.5842;6.061;5.3255;-7.8724;-6.2108;3.405;0.4104;-0.8293;-0.0611;156.6038;15.13;-23.5;7.0;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;205;2016-11-30 15:59:28:029
8.274;2.911;8.121;5.5842;6.061;5.3255;-7.8724;-6.2108;3.405;0.4104;-0.8293;-0.0611;156.6038;15.13;-23.5;7.0;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;210;2016-11-30 15:59:28:034
8.274;2.911;8.121;5.6523;6.1018;5.2165;3.3914;-2.5878;0.9125;0.306;-0.7399;-0.0461;156.6038;15.75;-22.69;7.31;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;215;2016-11-30 15:59:28:039
8.274;2.911;8.121;5.6523;6.1018;5.2165;3.3914;-2.5878;0.9125;0.306;-0.7399;-0.0461;156.6038;15.75;-22.69;7.31;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;220;2016-11-30 15:59:28:044
8.274;2.911;8.121;5.6523;6.1018;5.2165;3.3914;-2.5878;0.9125;0.306;-0.7399;-0.0461;156.6038;15.75;-22.69;7.31;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;225;2016-11-30 15:59:28:049
8.274;2.911;8.121;5.6796;6.1018;5.162;1.5255;-2.5878;4.0316;0.1922;-0.7341;0.0166;156.6038;16.56;-22.31;7.56;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;230;2016-11-30 15:59:28:054
11.952;17.775;2.145;5.6796;6.1018;5.162;1.5255;-2.5878;4.0316;0.1922;-0.7341;0.0166;156.6038;16.56;-22.31;7.56;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;234;2016-11-30 15:59:28:058
11.952;17.775;2.145;5.6796;6.1018;5.162;1.5255;-2.5878;4.0316;0.1922;-0.7341;0.0166;156.6038;16.56;-22.31;7.56;191.1;-37.96;-45.78;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;239;2016-11-30 15:59:28:063
11.952;17.775;2.145;5.7749;6.1291;5.0258;6.1835;11.6452;-2.8875;0.4843;-1.3153;0.0687;156.6038;17.63;-21.87;7.81;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;244;2016-11-30 15:59:28:068
11.952;17.775;2.145;5.7749;6.1291;5.0258;6.1835;11.6452;-2.8875;0.4843;-1.3153;0.0687;156.6038;17.63;-21.87;7.81;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;249;2016-11-30 15:59:28:073
7.508;15.629;-6.435;5.7749;6.1291;5.0258;6.1835;11.6452;-2.8875;0.4843;-1.3153;0.0687;156.6038;17.63;-21.87;7.81;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;254;2016-11-30 15:59:28:078
7.508;15.629;-6.435;5.8567;6.1835;4.876;6.8645;11.5907;-10.2423;1.0033;-1.8749;-0.18;116.8966;18.81;-20.87;8.19;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;260;2016-11-30 15:59:28:084
7.508;15.629;-6.435;5.8567;6.1835;4.876;6.8645;11.5907;-10.2423;1.0033;-1.8749;-0.18;116.8966;18.81;-20.87;8.19;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;264;2016-11-30 15:59:28:088
7.508;15.629;-6.435;5.8567;6.1835;4.876;6.8645;11.5907;-10.2423;1.0033;-1.8749;-0.18;116.8966;18.81;-20.87;8.19;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;269;2016-11-30 15:59:28:093
-0.459;11.339;-7.814;5.9656;6.4015;4.4402;-5.5161;6.1699;-11.4818;1.5642;-2.291;-0.9198;116.8966;21.81;-18.5;7.13;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;274;2016-11-30 15:59:28:098
-0.459;11.339;-7.814;5.9656;6.4015;4.4402;-5.5161;6.1699;-11.4818;1.5642;-2.291;-0.9198;116.8966;21.81;-18.5;7.13;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;280;2016-11-30 15:59:28:104
-0.459;11.339;-7.814;5.9656;6.4015;4.4402;-5.5161;6.1699;-11.4818;1.7688;-2.4778;-1.1705;116.8966;21.81;-18.5;7.13;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;285;2016-11-30 15:59:28:109
-0.459;11.339;-7.814;5.9656;6.4015;4.4402;-5.5161;6.1699;-11.4818;1.7688;-2.4778;-1.1705;116.8966;21.81;-18.5;7.13;192.1;-38.49;-47.73;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;290;2016-11-30 15:59:28:114
5.209;9.96;-3.524;6.0201;6.7011;3.8954;-1.8932;1.7298;-8.3355;1.8661;-2.5817;-1.2171;116.8966;22.5;-16.75;6.38;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;295;2016-11-30 15:59:28:119
5.209;9.96;-3.524;6.0201;6.7011;3.8954;-1.8932;1.7298;-8.3355;1.8661;-2.5817;-1.2171;116.8966;22.5;-16.75;6.38;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;300;2016-11-30 15:59:28:124
5.209;9.96;-3.524;6.0337;6.9735;3.3369;0.395;3.909;-7.1642;1.94;-2.6057;-1.3095;116.8966;24.31;-14.69;5.81;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;304;2016-11-30 15:59:28:128
5.209;9.96;-3.524;6.0337;6.9735;3.3369;0.395;3.909;-7.1642;1.94;-2.6057;-1.3095;116.8966;24.31;-14.69;5.81;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;309;2016-11-30 15:59:28:133
4.443;9.96;-4.137;6.0337;6.9735;3.3369;0.395;3.909;-7.1642;1.94;-2.6057;-1.3095;116.8966;24.31;-14.69;5.81;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;315;2016-11-30 15:59:28:139
4.443;9.96;-4.137;6.0337;6.9735;3.3369;0.395;3.909;-7.1642;1.94;-2.6057;-1.3095;116.8966;24.31;-14.69;5.81;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;320;2016-11-30 15:59:28:144
4.443;9.96;-4.137;6.0201;7.1233;3.0645;-1.5799;2.833;-7.1914;1.9485;-2.5313;-1.4009;116.8966;25.19;-13.69;5.69;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;325;2016-11-30 15:59:28:149
4.443;9.96;-4.137;6.0201;7.1233;3.0645;-1.5799;2.833;-7.1914;1.9485;-2.5313;-1.4009;116.8966;25.19;-13.69;5.69;198.12;-40.72;-53.34;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;329;2016-11-30 15:59:28:153
10.88;8.888;3.218;5.9384;7.3821;2.547;4.9441;1.4982;0.6674;1.7794;-2.1691;-1.3526;116.8966;25.44;-12.56;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;334;2016-11-30 15:59:28:158
10.88;8.888;3.218;5.9384;7.3821;2.547;4.9441;1.4982;0.6674;1.7794;-2.1691;-1.3526;116.8966;25.44;-12.56;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;340;2016-11-30 15:59:28:164
10.88;8.888;3.218;5.9384;7.3821;2.547;4.9441;1.4982;0.6674;1.7794;-2.1691;-1.3526;116.8966;25.44;-12.56;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;345;2016-11-30 15:59:28:169
10.88;8.888;3.218;5.9384;7.3821;2.547;4.9441;1.4982;0.6674;1.7794;-2.1691;-1.3526;116.8966;25.44;-12.56;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;349;2016-11-30 15:59:28:173
10.266;8.581;2.911;5.9111;7.4638;2.329;11.2502;2.3427;3.1871;1.4879;-1.834;-1.009;116.8966;25.44;-12.19;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;354;2016-11-30 15:59:28:178
10.266;8.581;2.911;5.9111;7.4638;2.329;11.2502;2.3427;3.1871;1.4879;-1.834;-1.009;116.8966;25.44;-12.19;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;360;2016-11-30 15:59:28:184
10.266;8.581;2.911;5.9111;7.4638;2.329;11.2502;2.3427;3.1871;1.0625;-1.3352;-0.658;116.8966;25.44;-12.19;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;365;2016-11-30 15:59:28:189
3.371;7.048;6.742;5.9111;7.4638;2.329;11.2502;2.3427;3.1871;1.0625;-1.3352;-0.658;116.8966;25.44;-12.19;6.13;192.48;-46.52;-63.02;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;370;2016-11-30 15:59:28:194
3.371;7.048;6.742;5.8567;7.6409;1.8932;-2.4925;-0.5993;4.8488;0.627;-0.9253;-0.4838;116.8966;25.63;-12.0;6.56;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;374;2016-11-30 15:59:28:198
0.612;6.589;3.217;5.8567;7.6409;1.8932;-2.4925;-0.5993;4.8488;0.627;-0.9253;-0.4838;116.8966;25.63;-12.0;6.56;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;380;2016-11-30 15:59:28:204
0.612;6.589;3.217;5.8567;7.6409;1.8932;-2.4925;-0.5993;4.8488;0.3733;-0.7148;-0.4868;116.8966;25.63;-12.0;6.56;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;385;2016-11-30 15:59:28:209
0.612;6.589;3.217;5.8567;7.6409;1.8932;-2.4925;-0.5993;4.8488;0.3733;-0.7148;-0.4868;116.8966;25.63;-12.0;6.56;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;390;2016-11-30 15:59:28:214
0.612;6.589;3.217;5.7477;7.7498;1.757;-21.2338;-1.9341;-4.0452;0.3733;-0.7148;-0.4868;116.8966;26.0;-10.81;6.13;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;394;2016-11-30 15:59:28:218
-16.089;5.976;-2.145;5.7477;7.7498;1.757;-21.2338;-1.9341;-4.0452;0.3733;-0.7148;-0.4868;116.8966;26.0;-10.81;6.13;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;400;2016-11-30 15:59:28:224
-16.089;5.976;-2.145;5.6115;7.8724;1.6889;-25.0747;-1.4437;-4.9032;0.6059;-0.5746;-2.1555;116.8966;26.0;-10.81;6.13;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;405;2016-11-30 15:59:28:229
-16.089;5.976;-2.145;5.6115;7.8724;1.6889;-25.0747;-1.4437;-4.9032;0.6059;-0.5746;-2.1555;116.8966;26.0;-10.81;6.13;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;409;2016-11-30 15:59:28:233
-16.089;5.976;-2.145;5.6115;7.8724;1.6889;-25.0747;-1.4437;-4.9032;0.6059;-0.5746;-2.1555;116.8966;26.0;-10.81;6.13;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;414;2016-11-30 15:59:28:238
-16.089;5.976;-2.145;5.6115;7.8724;1.6889;-25.0747;-1.4437;-4.9032;0.6059;-0.5746;-2.1555;116.8966;26.0;-10.81;6.13;186.12;-49.59;-68.5;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;419;2016-11-30 15:59:28:243
2.145;7.048;1.072;5.3391;8.104;1.4846;-3.2007;-1.0624;-0.4222;0.9651;-0.8784;-1.8528;116.8966;27.69;-9.0;7.13;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;425;2016-11-30 15:59:28:249
2.145;7.048;1.072;5.3391;8.104;1.4846;-3.2007;-1.0624;-0.4222;0.9651;-0.8784;-1.8528;116.8966;27.69;-9.0;7.13;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;430;2016-11-30 15:59:28:254
2.145;7.048;1.072;5.3391;8.104;1.4846;-3.2007;-1.0624;-0.4222;1.0134;-0.8994;-1.9125;116.8966;27.69;-9.0;7.13;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;434;2016-11-30 15:59:28:258
2.145;7.048;1.072;5.3391;8.104;1.4846;-3.2007;-1.0624;-0.4222;1.0134;-0.8994;-1.9125;116.8966;27.69;-9.0;7.13;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;439;2016-11-30 15:59:28:263
-3.064;10.113;1.532;5.0258;8.3355;1.2258;-8.5398;0.395;0.4495;1.0134;-0.8994;-1.9125;116.8966;28.56;-8.5;7.25;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;445;2016-11-30 15:59:28:269
-3.064;10.113;1.532;5.0258;8.3355;1.2258;-8.5398;0.395;0.4495;1.0134;-0.8994;-1.9125;116.8966;28.56;-8.5;7.25;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;449;2016-11-30 15:59:28:273
-3.064;10.113;1.532;5.0258;8.3355;1.2258;-8.5398;0.395;0.4495;1.477;-1.0276;-2.9352;116.8966;28.56;-8.5;7.25;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;454;2016-11-30 15:59:28:278
0.613;11.8;0.767;5.0258;8.3355;1.2258;-8.5398;0.395;0.4495;1.477;-1.0276;-2.9352;116.8966;28.56;-8.5;7.25;182.75;-53.34;-73.25;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;460;2016-11-30 15:59:28:284
0.613;11.8;0.767;4.3584;8.7577;0.7491;-3.7592;3.0373;0.0136;1.4508;-0.9626;-3.132;116.8966;30.13;-5.81;7.44;180.6;-58.18;-76.29;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;465;2016-11-30 15:59:28:289
0.306;12.718;-1.225;4.3584;8.7577;0.7491;-3.7592;3.0373;0.0136;1.4508;-0.9626;-3.132;116.8966;30.13;-5.81;7.44;180.6;-58.18;-76.29;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;470;2016-11-30 15:59:28:294
0.306;12.718;-1.225;4.3584;8.7577;0.7491;-3.7592;3.0373;0.0136;1.4508;-0.9626;-3.132;116.8966;30.13;-5.81;7.44;180.6;-58.18;-76.29;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;475;2016-11-30 15:59:28:299
0.306;12.718;-1.225;4.3584;8.7577;0.7491;-3.7592;3.0373;0.0136;1.4508;-0.9626;-3.132;116.8966;30.13;-5.81;7.44;180.6;-58.18;-76.29;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;479;2016-11-30 15:59:28:303
0.306;12.718;-1.225;3.8545;9.0029;0.5448;0.1226;5.4072;2.3563;0.7448;-0.5277;-3.0328;116.8966;30.81;-4.56;7.88;180.6;-58.18;-76.29;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;484;2016-11-30 15:59:28:308
0.306;12.718;-1.225;3.8545;9.0029;0.5448;0.1226;5.4072;2.3563;0.7448;-0.5277;-3.0328;116.8966;30.81;-4.56;7.88;180.6;-58.18;-76.29;0.4;46.821;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;490;2016-11-30 15:59:28:314
4.903;14.71;3.83;3.6502;9.0846;0.5312;1.5527;5.4753;3.7592;0.1083;-0.2182;-2.3456;116.8966;30.81;-4.56;7.88;180.6;-58.18;-76.29;0.4;57.421;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;495;2016-11-30 15:59:28:319
4.903;14.71;3.83;3.6502;9.0846;0.5312;1.5527;5.4753;3.7592;0.1083;-0.2182;-2.3456;116.8966;30.81;-4.56;7.88;180.6;-58.18;-76.29;0.4;57.421;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;500;2016-11-30 15:59:28:324
4.903;14.71;3.83;3.6502;9.0846;0.5312;1.5527;5.4753;3.7592;0.1083;-0.2182;-2.3456;116.8966;30.81;-4.56;7.88;180.6;-58.18;-76.29;0.4;57.421;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;505;2016-11-30 15:59:28:329
4.903;14.71;3.83;3.6502;9.0846;0.5312;1.5527;5.4753;3.7592;0.1083;-0.2182;-2.3456;116.8966;30.81;-4.56;7.88;180.6;-58.18;-76.29;0.4;57.421;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;509;2016-11-30 15:59:28:333
4.903;14.71;3.83;3.3233;9.2072;0.5993;1.7298;3.514;-0.7491;-0.4587;0.0401;-1.8061;116.8966;30.38;-3.81;7.75;173.18;-67.9;-81.72;0.4;57.421;12.845108;77.66332;;3063.1360279499304;;85.55161;;0 / 23;514;2016-11-30 15:59:28:338
